fg_phenotype	fg_link	ukbb_phenotype	ukbb_link
I9_ATHSCLE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_ATHSCLE.gz	I70	gs://pan-ukbb-refinery/lifted/icd10-I70-both_sexes.tsv.bgz.lifted.gz
I9_CARDARR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_CARDARR.gz	427.4	gs://pan-ukbb-refinery/lifted/phecode-427.4-both_sexes.tsv.bgz.lifted.gz
I9_CARDMYO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_CARDMYO.gz	425	gs://pan-ukbb-refinery/lifted/phecode-425-both_sexes.tsv.bgz.lifted.gz
I9_CARDMYOHYP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_CARDMYOHYP.gz	425.11	gs://pan-ukbb-refinery/lifted/phecode-425.11-both_sexes.tsv.bgz.lifted.gz
I9_CERATHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_CERATHER.gz	433.12	gs://pan-ukbb-refinery/lifted/phecode-433.12-both_sexes.tsv.bgz.lifted.gz
I9_CEREBATHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_CEREBATHER.gz	433.12	gs://pan-ukbb-refinery/lifted/phecode-433.12-both_sexes.tsv.bgz.lifted.gz
I9_HYPOTE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPOTE.gz	458.9	gs://pan-ukbb-refinery/lifted/phecode-458.9-both_sexes.tsv.bgz.lifted.gz
I9_HYPTENS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPTENS.gz	401	gs://pan-ukbb-refinery/lifted/phecode-401-both_sexes.tsv.bgz.lifted.gz
I9_HYPTENSEC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPTENSEC.gz	I15	gs://pan-ukbb-refinery/lifted/icd10-I15-both_sexes.tsv.bgz.lifted.gz
I9_HYPTENSESS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPTENSESS.gz	401.1	gs://pan-ukbb-refinery/lifted/phecode-401.1-both_sexes.tsv.bgz.lifted.gz
I9_HYPTENSHD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPTENSHD.gz	401.21	gs://pan-ukbb-refinery/lifted/phecode-401.21-both_sexes.tsv.bgz.lifted.gz
I9_HYPTENSHR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPTENSHR.gz	401.2	gs://pan-ukbb-refinery/lifted/phecode-401.2-both_sexes.tsv.bgz.lifted.gz
		571.81	gs://pan-ukbb-refinery/lifted/phecode-571.81-both_sexes.tsv.bgz.lifted.gz
I9_HYPTENSPREG	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPTENSPREG.gz	642	gs://pan-ukbb-refinery/lifted/phecode-642-females.tsv.bgz.lifted.gz
I9_HYPTENSPUL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPTENSPUL.gz	415.21	gs://pan-ukbb-refinery/lifted/phecode-415.21-both_sexes.tsv.bgz.lifted.gz
I9_HYPTENSRD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_HYPTENSRD.gz	401.22	gs://pan-ukbb-refinery/lifted/phecode-401.22-both_sexes.tsv.bgz.lifted.gz
I9_ICH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_ICH.gz	430.2	gs://pan-ukbb-refinery/lifted/phecode-430.2-both_sexes.tsv.bgz.lifted.gz
I9_LBBB	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_LBBB.gz	426.32	gs://pan-ukbb-refinery/lifted/phecode-426.32-both_sexes.tsv.bgz.lifted.gz
I9_LYMPHADE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_LYMPHADE.gz	I88	gs://pan-ukbb-refinery/lifted/icd10-I88-both_sexes.tsv.bgz.lifted.gz
I9_LYMPHOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_LYMPHOTH.gz	I89	gs://pan-ukbb-refinery/lifted/icd10-I89-both_sexes.tsv.bgz.lifted.gz
I9_OTHANEUR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_OTHANEUR.gz	I72	gs://pan-ukbb-refinery/lifted/icd10-I72-both_sexes.tsv.bgz.lifted.gz
I9_OTHARR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_OTHARR.gz	I49	gs://pan-ukbb-refinery/lifted/icd10-I49-both_sexes.tsv.bgz.lifted.gz
I9_OTHINTRACRA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_OTHINTRACRA.gz	I62	gs://pan-ukbb-refinery/lifted/icd10-I62-both_sexes.tsv.bgz.lifted.gz
I9_OTHPER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_OTHPER.gz	I73	gs://pan-ukbb-refinery/lifted/icd10-I73-both_sexes.tsv.bgz.lifted.gz
I9_PAROXTAC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_PAROXTAC.gz	I47	gs://pan-ukbb-refinery/lifted/icd10-I47-both_sexes.tsv.bgz.lifted.gz
I9_PERICAOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_PERICAOTH.gz	I31	gs://pan-ukbb-refinery/lifted/icd10-I31-both_sexes.tsv.bgz.lifted.gz
I9_PHLETHROM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_PHLETHROM.gz	451	gs://pan-ukbb-refinery/lifted/phecode-451-both_sexes.tsv.bgz.lifted.gz
I9_PULMEMB	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_PULMEMB.gz	415.1	gs://pan-ukbb-refinery/lifted/phecode-415.1-both_sexes.tsv.bgz.lifted.gz
I9_PULMHEART	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_PULMHEART.gz	415	gs://pan-ukbb-refinery/lifted/phecode-415-both_sexes.tsv.bgz.lifted.gz
I9_RBBB	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_RBBB.gz	426.31	gs://pan-ukbb-refinery/lifted/phecode-426.31-both_sexes.tsv.bgz.lifted.gz
I9_SAH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_SAH.gz	430.1	gs://pan-ukbb-refinery/lifted/phecode-430.1-both_sexes.tsv.bgz.lifted.gz
I9_SECONDRIGHT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_SECONDRIGHT.gz	415.2	gs://pan-ukbb-refinery/lifted/phecode-415.2-both_sexes.tsv.bgz.lifted.gz
I9_SEQULAE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_SEQULAE.gz	433.8	gs://pan-ukbb-refinery/lifted/phecode-433.8-both_sexes.tsv.bgz.lifted.gz
I9_STENOSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_STENOSIS.gz	I66	gs://pan-ukbb-refinery/lifted/icd10-I66-both_sexes.tsv.bgz.lifted.gz
I9_THROMBOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_THROMBOTH.gz	I82	gs://pan-ukbb-refinery/lifted/icd10-I82-both_sexes.tsv.bgz.lifted.gz
I9_TIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_TIA.gz	G45	gs://pan-ukbb-refinery/lifted/icd10-G45-both_sexes.tsv.bgz.lifted.gz
I9_UAP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_UAP.gz	411.1	gs://pan-ukbb-refinery/lifted/phecode-411.1-both_sexes.tsv.bgz.lifted.gz
I9_VARICVE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_VARICVE.gz	454.1	gs://pan-ukbb-refinery/lifted/phecode-454.1-both_sexes.tsv.bgz.lifted.gz
I9_VARICVEOES	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_VARICVEOES.gz	I85	gs://pan-ukbb-refinery/lifted/icd10-I85-both_sexes.tsv.bgz.lifted.gz
I9_VARICVESOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_VARICVESOTH.gz	I86	gs://pan-ukbb-refinery/lifted/icd10-I86-both_sexes.tsv.bgz.lifted.gz
I9_VASCDEM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_VASCDEM.gz	290.16	gs://pan-ukbb-refinery/lifted/phecode-290.16-both_sexes.tsv.bgz.lifted.gz
I9_VASCSYND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_VASCSYND.gz	G46	gs://pan-ukbb-refinery/lifted/icd10-G46-both_sexes.tsv.bgz.lifted.gz
I9_VEINSOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_VEINSOTH.gz	I87	gs://pan-ukbb-refinery/lifted/icd10-I87-both_sexes.tsv.bgz.lifted.gz
		A04	gs://pan-ukbb-refinery/lifted/icd10-A04-both_sexes.tsv.bgz.lifted.gz
		B25	gs://pan-ukbb-refinery/lifted/icd10-B25-both_sexes.tsv.bgz.lifted.gz
ILD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_ILD.gz	J84	gs://pan-ukbb-refinery/lifted/icd10-J84-both_sexes.tsv.bgz.lifted.gz
		J84	gs://pan-ukbb-refinery/lifted/icd10-J84-both_sexes.tsv.bgz.lifted.gz
		J84	gs://pan-ukbb-refinery/lifted/icd10-J84-both_sexes.tsv.bgz.lifted.gz
		J84	gs://pan-ukbb-refinery/lifted/icd10-J84-both_sexes.tsv.bgz.lifted.gz
		J84	gs://pan-ukbb-refinery/lifted/icd10-J84-both_sexes.tsv.bgz.lifted.gz
		J84	gs://pan-ukbb-refinery/lifted/icd10-J84-both_sexes.tsv.bgz.lifted.gz
		592.13	gs://pan-ukbb-refinery/lifted/phecode-592.13-both_sexes.tsv.bgz.lifted.gz
IPF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_IPF.gz	502	gs://pan-ukbb-refinery/lifted/phecode-502-both_sexes.tsv.bgz.lifted.gz
J10_ACUTEUPPERINFEC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_ACUTEUPPERINFEC.gz	J06	gs://pan-ukbb-refinery/lifted/icd10-J06-both_sexes.tsv.bgz.lifted.gz
J10_ASTHMA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_ASTHMA.gz	495	gs://pan-ukbb-refinery/lifted/phecode-495-both_sexes.tsv.bgz.lifted.gz
J10_ASTHMA_INCLAVO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_ASTHMA_INCLAVO.gz	495	gs://pan-ukbb-refinery/lifted/phecode-495-both_sexes.tsv.bgz.lifted.gz
J10_ASTHMA_MAIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_ASTHMA_MAIN.gz	495	gs://pan-ukbb-refinery/lifted/phecode-495-both_sexes.tsv.bgz.lifted.gz
J10_BRONCH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_BRONCH.gz	497	gs://pan-ukbb-refinery/lifted/phecode-497-both_sexes.tsv.bgz.lifted.gz
J10_BRONCHIECTASIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_BRONCHIECTASIS.gz	496.3	gs://pan-ukbb-refinery/lifted/phecode-496.3-both_sexes.tsv.bgz.lifted.gz
J10_BRONCHITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_BRONCHITIS.gz	J20	gs://pan-ukbb-refinery/lifted/icd10-J20-both_sexes.tsv.bgz.lifted.gz
J10_CHRONLARYNGITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_CHRONLARYNGITIS.gz	473.1	gs://pan-ukbb-refinery/lifted/phecode-473.1-both_sexes.tsv.bgz.lifted.gz
J10_CHRONRHINITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_CHRONRHINITIS.gz	472	gs://pan-ukbb-refinery/lifted/phecode-472-both_sexes.tsv.bgz.lifted.gz
J10_CHRONSINUSITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_CHRONSINUSITIS.gz	475	gs://pan-ukbb-refinery/lifted/phecode-475-both_sexes.tsv.bgz.lifted.gz
J10_CHRONTONSADEN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_CHRONTONSADEN.gz	474.2	gs://pan-ukbb-refinery/lifted/phecode-474.2-both_sexes.tsv.bgz.lifted.gz
J10_COPDNAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_COPDNAS.gz	496.21	gs://pan-ukbb-refinery/lifted/phecode-496.21-both_sexes.tsv.bgz.lifted.gz
J10_COPDNAS_INCLAVO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_COPDNAS_INCLAVO.gz	496.21	gs://pan-ukbb-refinery/lifted/phecode-496.21-both_sexes.tsv.bgz.lifted.gz
J10_EMPHYSEMA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_EMPHYSEMA.gz	496.1	gs://pan-ukbb-refinery/lifted/phecode-496.1-both_sexes.tsv.bgz.lifted.gz
J10_HYPERSPNEUMONI	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_HYPERSPNEUMONI.gz	J67	gs://pan-ukbb-refinery/lifted/icd10-J67-both_sexes.tsv.bgz.lifted.gz
J10_NASALPOLYP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_NASALPOLYP.gz	471	gs://pan-ukbb-refinery/lifted/phecode-471-both_sexes.tsv.bgz.lifted.gz
J10_OTHERINSTPULM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_OTHERINSTPULM.gz	J84	gs://pan-ukbb-refinery/lifted/icd10-J84-both_sexes.tsv.bgz.lifted.gz
J10_PHARYNGITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_PHARYNGITIS.gz	465.2	gs://pan-ukbb-refinery/lifted/phecode-465.2-both_sexes.tsv.bgz.lifted.gz
J10_PLEUROTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_PLEUROTH.gz	J94	gs://pan-ukbb-refinery/lifted/icd10-J94-both_sexes.tsv.bgz.lifted.gz
J10_PLEURPLAGUE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_PLEURPLAGUE.gz	J92	gs://pan-ukbb-refinery/lifted/icd10-J92-both_sexes.tsv.bgz.lifted.gz
J10_PNEUMONAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_PNEUMONAS.gz	J18	gs://pan-ukbb-refinery/lifted/icd10-J18-both_sexes.tsv.bgz.lifted.gz
J10_PNEUMONISOLLIQ	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_PNEUMONISOLLIQ.gz	J69	gs://pan-ukbb-refinery/lifted/icd10-J69-both_sexes.tsv.bgz.lifted.gz
J10_PNEUMOTHORAX	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_PNEUMOTHORAX.gz	J93	gs://pan-ukbb-refinery/lifted/icd10-J93-both_sexes.tsv.bgz.lifted.gz
J10_PYOTHORAX	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_PYOTHORAX.gz	J86	gs://pan-ukbb-refinery/lifted/icd10-J86-both_sexes.tsv.bgz.lifted.gz
J10_SINUSITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_SINUSITIS.gz	464	gs://pan-ukbb-refinery/lifted/phecode-464-both_sexes.tsv.bgz.lifted.gz
J10_TONSILLITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_TONSILLITIS.gz	474.1	gs://pan-ukbb-refinery/lifted/phecode-474.1-both_sexes.tsv.bgz.lifted.gz
J10_VASOALLERRHIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_J10_VASOALLERRHIN.gz	476	gs://pan-ukbb-refinery/lifted/phecode-476-both_sexes.tsv.bgz.lifted.gz
JOINTPAIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_JOINTPAIN.gz	745	gs://pan-ukbb-refinery/lifted/phecode-745-both_sexes.tsv.bgz.lifted.gz
K11_ABSCANAL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_ABSCANAL.gz	K61	gs://pan-ukbb-refinery/lifted/icd10-K61-both_sexes.tsv.bgz.lifted.gz
K11_ACUTGASTR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_ACUTGASTR.gz	535.1	gs://pan-ukbb-refinery/lifted/phecode-535.1-both_sexes.tsv.bgz.lifted.gz
K11_ACUTPANC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_ACUTPANC.gz	K85	gs://pan-ukbb-refinery/lifted/icd10-K85-both_sexes.tsv.bgz.lifted.gz
K11_ADHE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_ADHE.gz	560.3	gs://pan-ukbb-refinery/lifted/phecode-560.3-both_sexes.tsv.bgz.lifted.gz
K11_ALCOLIV	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_ALCOLIV.gz	317.11	gs://pan-ukbb-refinery/lifted/phecode-317.11-both_sexes.tsv.bgz.lifted.gz
K11_APHTA_RECUR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_APHTA_RECUR.gz	528.1	gs://pan-ukbb-refinery/lifted/phecode-528.1-both_sexes.tsv.bgz.lifted.gz
K11_APPENDACUT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_APPENDACUT.gz	540.11	gs://pan-ukbb-refinery/lifted/phecode-540.11-both_sexes.tsv.bgz.lifted.gz
K11_APPENDIX	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_APPENDIX.gz	540	gs://pan-ukbb-refinery/lifted/phecode-540-both_sexes.tsv.bgz.lifted.gz
K11_BILIAOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_BILIAOTH.gz	K83	gs://pan-ukbb-refinery/lifted/icd10-K83-both_sexes.tsv.bgz.lifted.gz
K11_CARIES	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CARIES.gz	521.1	gs://pan-ukbb-refinery/lifted/phecode-521.1-both_sexes.tsv.bgz.lifted.gz
K11_CARIES_INCLAVO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CARIES_INCLAVO.gz	521.1	gs://pan-ukbb-refinery/lifted/phecode-521.1-both_sexes.tsv.bgz.lifted.gz
K11_CD_NOUC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CD_NOUC.gz	555.1	gs://pan-ukbb-refinery/lifted/phecode-555.1-both_sexes.tsv.bgz.lifted.gz
K11_CD_STRICT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CD_STRICT.gz	555.1	gs://pan-ukbb-refinery/lifted/phecode-555.1-both_sexes.tsv.bgz.lifted.gz
K11_CD_STRICT2	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CD_STRICT2.gz	555.1	gs://pan-ukbb-refinery/lifted/phecode-555.1-both_sexes.tsv.bgz.lifted.gz
K11_CHOLANGI	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CHOLANGI.gz	575.1	gs://pan-ukbb-refinery/lifted/phecode-575.1-both_sexes.tsv.bgz.lifted.gz
K11_CHOLANGI_STRICT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CHOLANGI_STRICT.gz	575.1	gs://pan-ukbb-refinery/lifted/phecode-575.1-both_sexes.tsv.bgz.lifted.gz
K11_CHOLECYST	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CHOLECYST.gz	574.3	gs://pan-ukbb-refinery/lifted/phecode-574.3-both_sexes.tsv.bgz.lifted.gz
K11_CHOLELITH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CHOLELITH.gz	574.1	gs://pan-ukbb-refinery/lifted/phecode-574.1-both_sexes.tsv.bgz.lifted.gz
K11_CHRONHEP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CHRONHEP.gz	K73	gs://pan-ukbb-refinery/lifted/icd10-K73-both_sexes.tsv.bgz.lifted.gz
K11_CHRONPANC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CHRONPANC.gz	577.2	gs://pan-ukbb-refinery/lifted/phecode-577.2-both_sexes.tsv.bgz.lifted.gz
K11_CONSTIPATION	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CONSTIPATION.gz	563	gs://pan-ukbb-refinery/lifted/phecode-563-both_sexes.tsv.bgz.lifted.gz
K11_CROHN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_CROHN.gz	555.1	gs://pan-ukbb-refinery/lifted/phecode-555.1-both_sexes.tsv.bgz.lifted.gz
K11_DENTOFACIAL_ANOMALIES	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_DENTOFACIAL_ANOMALIES.gz	K07	gs://pan-ukbb-refinery/lifted/icd10-K07-both_sexes.tsv.bgz.lifted.gz
K11_DIAHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_DIAHER.gz	550.2	gs://pan-ukbb-refinery/lifted/phecode-550.2-both_sexes.tsv.bgz.lifted.gz
K11_DISLIVOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_DISLIVOTH.gz	K76	gs://pan-ukbb-refinery/lifted/icd10-K76-both_sexes.tsv.bgz.lifted.gz
